date,price,prev_position,new_position,position_change,trade_value_usd,trade_cost_usd,equity_before,daily_pnl,equity_after_trade,current_dd_pct,peak_equity,regime_trend,regime_volatility,regime_momentum,regime_mean_rev,regime_code,weighted_signal,BBSqueeze_signal,BBSqueeze_conf,BBSqueeze_reason,DonchianBreakout_signal,DonchianBreakout_conf,DonchianBreakout_reason,KeltnerBreakout_signal,KeltnerBreakout_conf,KeltnerBreakout_reason,Ichimoku_signal,Ichimoku_conf,Ichimoku_reason,ParabolicSAR_signal,ParabolicSAR_conf,ParabolicSAR_reason,TrendEnsemble_signal,TrendEnsemble_conf,TrendEnsemble_reason,RORO_signal,RORO_conf,RORO_reason,weight_changes,w_BBSqueeze,w_DonchianBreakout,w_KeltnerBreakout,w_Ichimoku,w_ParabolicSAR,w_TrendEnsemble,w_RORO
2006-09-13,34.24,0.332,0.642,0.31,113279.78,39.2,365027.98,821.52,364988.78,28.06,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.642,1,0.83,"Breakout UP, momentum=2.49",1,0.53,Break above 20d high=$34.11,1,0.7,"Above Keltner upper=$34.14, ATR=$0.49",1,0.8,"Above cloud, TK cross bullish, Tenkan=$33.55",1,0.6,"Uptrend, SAR=$32.77, EP=$34.27",0,0.3,"No trend, avg_signal=0.20",1,0.86,"RISK-ON, score=1/7",DD=28.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-09-15,34.4,0.642,0.481,-0.161,58829.32,20.32,366062.1,838.95,366041.79,27.85,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.481,1,0.66,"Breakout UP, momentum=1.99",0,0.3,"Within channel, position=96.2%",1,0.7,"Above Keltner upper=$34.31, ATR=$0.47",1,0.8,"Above cloud, TK cross bullish, Tenkan=$33.77",1,0.6,"Uptrend, SAR=$32.90, EP=$34.70",0,0.3,"No trend, avg_signal=0.20",1,1.0,"RISK-ON, score=0/7",DD=27.9%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-09-19,34.17,0.481,0.0,-0.481,175563.42,60.8,364900.3,-1185.34,364839.5,28.08,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.196,0,0.2,"No clear signal, momentum=1.19",0,0.3,"Within channel, position=76.2%",0,0.3,"Within Keltner channel, EMA=$33.54",1,0.8,"Above cloud, TK cross bullish, Tenkan=$33.77",1,0.6,"Uptrend, SAR=$32.90, EP=$34.70",0,0.3,"No trend, avg_signal=0.20",1,0.86,"RISK-ON, score=1/7",DD=28.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-09-20,34.67,0.0,0.463,0.463,168901.23,58.14,364839.5,0.0,364781.36,28.09,507376.45,BULL,NORMAL,STEADY,NEUTRAL,BN=N,0.463,1,0.59,"Breakout UP, momentum=1.78",0,0.3,"Within channel, position=98.8%",1,0.7,"Above Keltner upper=$34.60, ATR=$0.48",1,0.8,"Above cloud, TK cross bullish, Tenkan=$33.80",1,0.6,"Uptrend, SAR=$32.91, EP=$34.77",0,0.3,"No trend, avg_signal=0.20",1,1.0,"RISK-ON, score=0/7",DD=28.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-09-21,34.46,0.463,0.0,-0.463,168390.87,58.11,363737.07,-1044.29,363678.96,28.31,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.21,0,0.2,"No clear signal, momentum=1.30",0,0.3,"Within channel, position=86.4%",0,0.3,"Within Keltner channel, EMA=$33.72",1,0.8,"Above cloud, TK cross bullish, Tenkan=$33.86",1,0.6,"Uptrend, SAR=$32.94, EP=$34.88",0,0.3,"No trend, avg_signal=0.20",1,1.0,"RISK-ON, score=0/7",DD=28.3%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-09-25,34.79,0.0,0.345,0.345,125591.88,43.17,363678.96,0.0,363635.79,28.32,507376.45,BULL,NORMAL,STEADY,NEUTRAL,BN=N,0.345,1,0.54,"Breakout UP, momentum=1.62",0,0.3,"Within channel, position=96.2%",0,0.3,"Within Keltner channel, EMA=$33.87",1,0.8,"Above cloud, TK cross bullish, Tenkan=$34.38",1,0.6,"Uptrend, SAR=$33.12, EP=$34.88",0,0.3,"No trend, avg_signal=0.20",1,1.0,"RISK-ON, score=0/7",DD=28.3%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-09-26,34.96,0.345,0.586,0.241,87819.09,30.12,364254.84,619.05,364224.72,28.21,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.586,1,0.56,"Breakout UP, momentum=1.69",1,0.52,Break above 20d high=$34.88,1,0.7,"Above Keltner upper=$34.94, ATR=$0.48",1,0.8,"Above cloud, TK cross bullish, Tenkan=$34.44",1,0.6,"Uptrend, SAR=$33.14, EP=$34.99",0,0.3,"No trend, avg_signal=0.20",1,1.0,"RISK-ON, score=0/7",DD=28.2%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-09-27,34.92,0.586,0.0,-0.586,213438.62,73.25,363962.87,-261.85,363889.62,28.27,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.21,0,0.2,"No clear signal, momentum=1.45",0,0.3,"Within channel, position=97.0%",0,0.3,"Within Keltner channel, EMA=$34.06",1,0.8,"Above cloud, TK cross bullish, Tenkan=$34.50",1,0.6,"Uptrend, SAR=$33.26, EP=$35.12",0,0.3,"No trend, avg_signal=0.20",1,1.0,"RISK-ON, score=0/7",DD=28.3%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-10-04,35.42,0.0,0.702,0.702,255365.96,87.12,363889.62,0.0,363802.5,28.28,507376.45,BULL,NORMAL,STEADY,NEUTRAL,BN=N,0.702,1,0.57,"Breakout UP, momentum=1.70",1,0.58,Break above 20d high=$35.12,1,0.7,"Above Keltner upper=$35.39, ATR=$0.51",1,0.8,"Above cloud, TK cross bullish, Tenkan=$34.73",1,0.6,"Uptrend, SAR=$33.32, EP=$35.43",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=28.3%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-10-06,35.51,0.702,0.31,-0.392,142792.75,48.66,364483.27,-555.65,364434.6,28.16,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.31,0,0.2,"No clear signal, momentum=1.67",0,0.3,"Within channel, position=95.4%",0,0.3,"Within Keltner channel, EMA=$34.59",1,0.8,"Above cloud, TK cross bullish, Tenkan=$34.92",1,0.6,"Uptrend, SAR=$33.35, EP=$35.64",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=28.2%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-10-09,35.63,0.31,0.46,0.15,54773.84,18.64,364816.63,382.02,364797.99,28.1,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.46,1,0.6,"Breakout UP, momentum=1.80",0,0.3,"Within channel, position=99.7%",0,0.3,"Within Keltner channel, EMA=$34.69",1,0.8,"Above cloud, TK cross bullish, Tenkan=$35.00",1,0.6,"Uptrend, SAR=$33.82, EP=$35.79",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=28.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-10-11,35.62,0.46,0.31,-0.15,54765.02,18.64,364757.86,-322.8,364739.22,28.11,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.31,0,0.2,"No clear signal, momentum=1.41",0,0.3,"Within channel, position=90.6%",0,0.3,"Within Keltner channel, EMA=$34.87",1,0.8,"Above cloud, TK cross bullish, Tenkan=$35.04",1,0.6,"Uptrend, SAR=$34.25, EP=$35.87",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=28.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-10-12,36.19,0.31,0.737,0.427,156556.37,52.94,366535.69,1796.47,366482.75,27.76,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.737,1,0.69,"Breakout UP, momentum=2.08",1,0.6,Break above 20d high=$35.87,1,0.7,"Above Keltner upper=$35.97, ATR=$0.49",1,0.8,"Above cloud, TK cross bullish, Tenkan=$35.22",1,0.6,"Uptrend, SAR=$34.32, EP=$36.23",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-10-16,36.42,0.737,0.565,-0.172,63435.69,21.4,368210.86,255.77,368189.46,27.43,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.565,1,0.6,"Breakout UP, momentum=1.80",0,0.3,"Within channel, position=98.3%",1,0.7,"Above Keltner upper=$36.19, ATR=$0.47",1,0.8,"Above cloud, TK cross bullish, Tenkan=$35.49",1,0.6,"Uptrend, SAR=$34.38, EP=$36.55",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.4%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-10-17,36.02,0.565,0.31,-0.255,93244.19,31.59,365887.89,-2301.57,365856.3,27.89,507376.45,BULL,NORMAL,STEADY,NEUTRAL,BN=N,0.31,0,0.2,"No clear signal, momentum=1.11",0,0.3,"Within channel, position=80.0%",0,0.3,"Within Keltner channel, EMA=$35.32",1,0.8,"Above cloud, TK cross bullish, Tenkan=$35.93",1,0.6,"Uptrend, SAR=$34.49, EP=$36.55",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.9%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-10-20,36.02,0.31,0.0,-0.31,113415.87,38.43,365857.64,270.5,365819.21,27.89,507376.45,BULL,NORMAL,DECELERATING,OVERBOUGHT,BN-O,0.27,0,0.2,"No clear signal, momentum=0.88",0,0.3,"Within channel, position=78.9%",0,0.3,"Within Keltner channel, EMA=$35.48",1,0.8,"Above cloud, TK cross bullish, Tenkan=$35.93",1,0.6,"Uptrend, SAR=$34.49, EP=$36.55",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,1.0,"RISK-ON, score=0/7",DD=27.9%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-10-26,36.72,0.0,0.532,0.532,194438.38,65.36,365819.21,0.0,365753.85,27.9,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.532,1,0.5,"Breakout UP, momentum=1.51",1,0.54,Break above 20d high=$36.55,0,0.3,"Within Keltner channel, EMA=$35.79",1,0.8,"Above cloud, TK cross bullish, Tenkan=$36.24",1,0.6,"Uptrend, SAR=$34.68, EP=$36.81",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,1.0,"RISK-ON, score=0/7",DD=27.9%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-10-27,36.2,0.532,0.0,-0.532,192931.67,65.24,362984.46,-2769.38,362919.23,28.46,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.21,0,0.2,"No clear signal, momentum=0.59",0,0.3,"Within channel, position=76.6%",0,0.3,"Within Keltner channel, EMA=$35.83",1,0.8,"Above cloud, TK cross bullish, Tenkan=$36.24",1,0.6,"Uptrend, SAR=$34.68, EP=$36.81",0,0.3,"No trend, avg_signal=0.20",1,1.0,"RISK-ON, score=0/7",DD=28.5%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-10-31,36.52,0.0,0.31,0.31,112504.96,37.91,362919.23,0.0,362881.32,28.47,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.31,0,0.2,"No clear signal, momentum=1.21",0,0.3,"Within channel, position=88.8%",0,0.3,"Within Keltner channel, EMA=$35.95",1,0.8,"Above cloud, TK cross bullish, Tenkan=$36.24",1,0.6,"Uptrend, SAR=$34.86, EP=$36.81",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=28.5%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-11-01,36.02,0.31,0.0,-0.31,112018.2,37.95,361349.03,-1532.29,361311.08,28.78,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.256,0,0.3,"In squeeze, BB width=0.0391",0,0.3,"Within channel, position=66.9%",0,0.3,"Within Keltner channel, EMA=$35.95",1,0.8,"Above cloud, TK cross bullish, Tenkan=$36.26",1,0.6,"Uptrend, SAR=$35.58, EP=$36.81",1,0.6,"Trend UP, avg_signal=0.60, agreement=0.60",1,0.86,"RISK-ON, score=1/7",DD=28.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-11-06,36.48,0.0,0.31,0.31,112006.43,37.75,361311.08,0.0,361273.33,28.79,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.31,0,0.3,"In squeeze, BB width=0.0322",0,0.3,"Within channel, position=78.3%",0,0.3,"Within Keltner channel, EMA=$36.01",1,0.8,"Above cloud, TK cross bullish, Tenkan=$36.25",1,0.6,"Uptrend, SAR=$35.58, EP=$36.81",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=28.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-11-13,37.28,0.31,0.633,0.323,117590.31,39.29,363711.83,1149.34,363672.54,28.32,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.633,1,0.75,"Breakout UP, momentum=2.26",1,0.54,Break above 20d high=$37.18,0,0.3,"Within Keltner channel, EMA=$36.37",1,0.8,"Above cloud, TK cross bullish, Tenkan=$36.51",1,0.6,"Uptrend, SAR=$35.68, EP=$37.34",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=28.3%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-11-14,37.67,0.633,0.779,0.146,53463.53,17.79,366109.66,2437.12,366091.87,27.84,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.779,1,0.84,"Breakout UP, momentum=2.51",1,0.62,Break above 20d high=$37.34,1,0.7,"Above Keltner upper=$37.55, ATR=$0.52",1,0.8,"Above cloud, TK cross bullish, Tenkan=$36.70",1,0.6,"Uptrend, SAR=$35.68, EP=$37.71",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-11-16,37.99,0.779,0.595,-0.184,67757.39,22.47,368493.8,1232.87,368471.33,27.37,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.595,1,0.72,"Breakout UP, momentum=2.17",0,0.3,"Within channel, position=96.4%",1,0.7,"Above Keltner upper=$37.78, ATR=$0.51",1,0.8,"Above cloud, TK cross bullish, Tenkan=$37.08",1,0.6,"Uptrend, SAR=$35.73, EP=$38.09",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.4%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-11-17,37.99,0.595,0.415,-0.18,66494.75,22.05,368471.33,0.0,368449.28,27.38,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.415,0,0.2,"No clear signal, momentum=1.86",0,0.3,"Within channel, position=95.7%",1,0.7,"Above Keltner upper=$37.89, ATR=$0.51",1,0.8,"Above cloud, TK cross bullish, Tenkan=$37.26",1,0.6,"Uptrend, SAR=$36.12, EP=$38.09",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.4%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-11-20,38.07,0.415,0.557,0.142,52537.06,17.41,368759.94,310.65,368742.53,27.32,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.557,1,0.57,"Breakout UP, momentum=1.71",0,0.3,"Within channel, position=98.9%",1,0.7,"Above Keltner upper=$37.98, ATR=$0.50",1,0.8,"Above cloud, TK cross bullish, Tenkan=$37.28",1,0.6,"Uptrend, SAR=$36.13, EP=$38.14",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.3%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-11-22,38.36,0.557,0.689,0.131,48617.69,16.06,370316.24,1295.93,370300.18,27.01,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.689,1,0.55,"Breakout UP, momentum=1.65",1,0.55,Break above 20d high=$38.17,1,0.7,"Above Keltner upper=$38.18, ATR=$0.48",1,0.8,"Above cloud, TK cross bullish, Tenkan=$37.48",1,0.6,"Uptrend, SAR=$36.18, EP=$38.38",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-11-24,38.29,0.689,0.415,-0.274,101247.22,33.47,369844.06,-456.12,369810.59,27.11,507376.45,BULL,NORMAL,STEADY,OVERBOUGHT,BN=O,0.415,0,0.2,"No clear signal, momentum=1.39",0,0.3,"Within channel, position=96.8%",1,0.7,"Above Keltner upper=$38.27, ATR=$0.48",1,0.8,"Above cloud, TK cross bullish, Tenkan=$37.67",1,0.6,"Uptrend, SAR=$36.19, EP=$38.47",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.1%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-11-27,37.42,0.415,0.0,-0.415,152030.71,50.72,366339.05,-3471.54,366288.33,27.8,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.23,0,0.2,"No clear signal, momentum=0.29",0,0.3,"Within channel, position=62.5%",0,0.3,"Within Keltner channel, EMA=$37.33",0,0.2,"Inside cloud, range=$36.18-$37.43",1,0.6,"Uptrend, SAR=$36.19, EP=$38.47",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-12-14,38.05,0.0,0.31,0.31,113549.38,37.63,366288.33,0.0,366250.7,27.81,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.31,0,0.3,"In squeeze, BB width=0.0298",0,0.3,"Within channel, position=69.4%",0,0.3,"Within Keltner channel, EMA=$37.64",1,0.8,"Above cloud, TK cross bullish, Tenkan=$37.75",1,0.6,"Uptrend, SAR=$37.24, EP=$38.22",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.8%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2006-12-18,37.77,0.31,0.0,-0.31,113279.42,37.65,365417.5,-1125.31,365379.85,27.98,507376.45,NEUTRAL,NORMAL,ACCELERATING,NEUTRAL,NN+N,0.196,0,0.3,"In squeeze, BB width=0.0303",0,0.3,"Within channel, position=49.0%",0,0.3,"Within Keltner channel, EMA=$37.69",1,0.8,"Above cloud, TK cross bullish, Tenkan=$37.85",1,0.6,"Uptrend, SAR=$37.34, EP=$38.43",0,0.3,"No trend, avg_signal=0.20",1,0.86,"RISK-ON, score=1/7",DD=28.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2007-01-10,38.31,0.0,0.435,0.435,159011.87,52.56,365379.85,0.0,365327.29,27.99,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.435,1,0.62,"Breakout UP, momentum=1.86",0,0.3,"Within channel, position=93.7%",0,0.3,"Within Keltner channel, EMA=$37.58",1,0.5,"Above cloud, price=$38.31",1,0.6,"Uptrend, SAR=$36.54, EP=$38.35",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=28.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2007-01-11,38.71,0.435,0.618,0.183,67190.6,22.12,366966.34,1639.05,366944.23,27.67,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.618,1,0.77,"Breakout UP, momentum=2.30",1,0.59,Break above 20d high=$38.43,0,0.3,"Within Keltner channel, EMA=$37.68",1,0.5,"Above cloud, price=$38.71",1,0.6,"Uptrend, SAR=$36.51, EP=$38.84",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.7%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2007-01-12,38.9,0.618,0.697,0.079,29065.77,9.55,368101.81,1157.58,368092.26,27.45,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.697,1,0.73,"Breakout UP, momentum=2.20",1,0.52,Break above 20d high=$38.84,1,0.7,"Above Keltner upper=$38.85, ATR=$0.53",1,0.5,"Above cloud, price=$38.90",1,0.6,"Uptrend, SAR=$36.55, EP=$38.94",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.4%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2007-01-16,38.88,0.697,0.0,-0.697,256535.61,84.3,367922.36,-169.9,367838.06,27.49,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.28,0,0.2,"No clear signal, momentum=1.84",0,0.3,"Within channel, position=97.5%",0,0.3,"Within Keltner channel, EMA=$37.90",1,0.5,"Above cloud, price=$38.88",1,0.6,"Uptrend, SAR=$36.65, EP=$38.98",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.5%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2007-01-17,38.56,0.0,0.31,0.31,114029.8,37.59,367838.06,0.0,367800.47,27.5,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.31,0,0.2,"No clear signal, momentum=1.25",0,0.3,"Within channel, position=83.0%",0,0.3,"Within Keltner channel, EMA=$37.97",1,0.8,"Above cloud, TK cross bullish, Tenkan=$38.02",1,0.6,"Uptrend, SAR=$36.79, EP=$38.98",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.5%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2007-01-18,37.85,0.31,0.0,-0.31,113364.91,37.65,365693.27,-2107.2,365655.62,27.92,507376.45,BULL,NORMAL,DECELERATING,NEUTRAL,BN-N,0.23,0,0.2,"No clear signal, momentum=0.18",0,0.3,"Within channel, position=54.2%",0,0.3,"Within Keltner channel, EMA=$37.95",0,0.2,"Inside cloud, range=$37.33-$37.95",1,0.6,"Uptrend, SAR=$36.96, EP=$38.98",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.9%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2007-02-15,38.52,0.0,0.407,0.407,148798.91,49.08,365655.62,0.0,365606.54,27.93,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.407,0,0.3,"In squeeze, BB width=0.0336",1,0.51,Break above 20d high=$38.50,0,0.3,"Within Keltner channel, EMA=$37.91",1,0.5,"Above cloud, price=$38.52",1,0.6,"Uptrend, SAR=$37.42, EP=$38.52",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.9%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2007-02-16,38.39,0.407,0.0,-0.407,148576.47,49.07,365108.99,-497.55,365059.93,28.04,507376.45,BULL,NORMAL,ACCELERATING,NEUTRAL,BN+N,0.28,0,0.3,"In squeeze, BB width=0.0363",0,0.3,"Within channel, position=90.4%",0,0.3,"Within Keltner channel, EMA=$37.95",1,0.5,"Above cloud, price=$38.39",1,0.6,"Uptrend, SAR=$37.42, EP=$38.52",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=28.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2007-02-20,38.68,0.0,0.626,0.626,228576.56,75.26,365059.93,0.0,364984.66,28.05,507376.45,BULL,NORMAL,ACCELERATING,OVERBOUGHT,BN+O,0.626,1,0.69,"Breakout UP, momentum=2.08",1,0.57,Break above 20d high=$38.52,0,0.3,"Within Keltner channel, EMA=$38.02",1,0.8,"Above cloud, TK cross bullish, Tenkan=$38.08",1,0.6,"Uptrend, SAR=$37.46, EP=$38.74",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=28.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2007-02-23,38.86,0.626,0.31,-0.316,115721.29,38.03,366050.99,-809.16,366012.96,27.85,507376.45,BULL,NORMAL,STEADY,NEUTRAL,BN=N,0.31,0,0.2,"No clear signal, momentum=1.58",0,0.3,"Within channel, position=87.2%",0,0.3,"Within Keltner channel, EMA=$38.25",1,0.8,"Above cloud, TK cross bullish, Tenkan=$38.27",1,0.6,"Uptrend, SAR=$37.52, EP=$39.11",1,1.0,"Trend UP, avg_signal=1.00, agreement=1.00",1,1.0,"RISK-ON, score=0/7",DD=27.9%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2007-02-27,37.08,0.31,-0.451,-0.761,274700.6,91.98,360807.97,-4653.49,360716.0,28.89,507376.45,BEAR,NORMAL,DECELERATING,NEUTRAL,DN-N,-0.451,-1,0.65,"Breakout DOWN, momentum=-1.94",-1,0.54,Break below 20d low=$37.20,-1,0.7,"Below Keltner lower=$37.17, ATR=$0.50",-1,0.5,"Below cloud, price=$37.08",-1,0.6,"Downtrend, SAR=$39.11, EP=$36.97",0,0.3,"No trend, avg_signal=-0.20",1,0.3,"Cautious, score=4/7",DD=28.9%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
2007-02-28,37.2,-0.451,0.0,0.451,162570.41,54.36,360188.22,-527.77,360133.86,29.01,507376.45,BEAR,NORMAL,DECELERATING,NEUTRAL,DN-N,-0.05,0,0.2,"No clear signal, momentum=-1.63",0,0.3,"Within channel, position=10.8%",0,0.3,"Within Keltner channel, EMA=$38.08",-1,0.5,"Below cloud, price=$37.20",-1,0.6,"Downtrend, SAR=$39.07, EP=$36.86",0,0.3,"No trend, avg_signal=-0.20",1,0.3,"Cautious, score=4/7",DD=29.0%: pos*0.5,0.25,0.25,0.15,0.1,0.05,0.1,0.1
